/net014 X,/net014 Y,/net015 X,/net015 Y
1.000017931297938e-10,0.8631680943422804,1.000017931297938e-10,-0.04455079934295761
1.000020247186692e-10,0.8631680942885358,1.000020247186692e-10,-0.04455079927748692
1.000021730486492e-10,0.8631680942539698,1.000021730486492e-10,-0.04455079923555005
1.000022957051243e-10,0.8631680942253837,1.000022957051243e-10,-0.04455079920086665
1.000023923326422e-10,0.863168094202862,1.000023923326422e-10,-0.04455079917354019
1.00002585587678e-10,0.8631680941578143,1.00002585587678e-10,-0.04455079911887875
1.000029720977495e-10,0.8631680940677007,1.000029720977495e-10,-0.04455079900952184
1.000037451178925e-10,0.8631680938874031,1.000037451178925e-10,-0.04455079879067189
1.000052911581786e-10,0.8631680935265275,1.000052911581786e-10,-0.04455079835242782
1.000083832387508e-10,0.8631680928036459,1.000083832387508e-10,-0.04455079747376601
1.000145673998951e-10,0.8631680913533057,1.000145673998951e-10,-0.04455079570777198
1.000269357221837e-10,0.8631680884337888,1.000269357221837e-10,-0.04455079214129592
1.000474680804423e-10,0.8631680835279777,1.000474680804423e-10,-0.0445507861203233
1.000691643426237e-10,0.8631680782521843,1.000691643426237e-10,-0.04455077962473366
1.000902039598754e-10,0.8631680730186251,1.000902039598754e-10,-0.04455077319756035
1.001104498952131e-10,0.8631680678248143,1.001104498952131e-10,-0.04455076689504352
1.001293942996409e-10,0.8631680627651771,1.001293942996409e-10,-0.04455076089095296
1.001473274692799e-10,0.8631680577550824,1.001473274692799e-10,-0.04455075510290659
1.001658705625793e-10,0.8631680523475497,1.001658705625793e-10,-0.0445507489874596
1.001882875912782e-10,0.8631680455621672,1.001882875912782e-10,-0.04455074136032056
1.002139213431875e-10,0.863168037579445,1.002139213431875e-10,-0.04455073225963448
1.002390563786545e-10,0.8631680295978748,1.002390563786545e-10,-0.04455072297842753
1.002685196599606e-10,0.8631680200911375,1.002685196599606e-10,-0.04455071177653235
1.002979855782974e-10,0.8631680104397901,1.002979855782974e-10,-0.04455070032196254
1.003296235264071e-10,0.8631679999233429,1.003296235264071e-10,-0.04455068779600226
1.003824033163979e-10,0.8631679820062761,1.003824033163979e-10,-0.04455066645282967
1.004202321264954e-10,0.8631679688650233,1.004202321264954e-10,-0.04455065087106241
1.004488272766445e-10,0.8631679587581969,1.004488272766445e-10,-0.04455063896138718
1.004797696866778e-10,0.8631679476519453,1.004797696866778e-10,-0.04455062596564261
1.005196864028673e-10,0.8631679330683941,1.005196864028673e-10,-0.04455060906168595
1.00571294743237e-10,0.8631679138012969,1.00571294743237e-10,-0.04455058708563932
1.00597421076436e-10,0.8631679038649241,1.00597421076436e-10,-0.04455057620480217
1.006181519036783e-10,0.8631678959028417,1.006181519036783e-10,-0.04455056761359411
1.00637777888248e-10,0.8631678883036915,1.00637777888248e-10,-0.04455055952608158
1.006770298573874e-10,0.8631678729367368,1.006770298573874e-10,-0.04455054345173196
1.007401164360637e-10,0.8631678478344269,1.007401164360637e-10,-0.04455051760860459
1.007920037794908e-10,0.8631678268914116,1.007920037794908e-10,-0.04455049622092788
1.008516503870853e-10,0.8631678025502237,1.008516503870853e-10,-0.04455047149738636
1.009258251935427e-10,0.8631677719871856,1.009258251935427e-10,-0.04455044065369
1.01e-10,0.863167741239064,1.01e-10,-0.04455040990956621
1.01008337962963e-10,0.8631677399660616,1.01008337962963e-10,-0.04455040856845027
1.010168382792012e-10,0.8631677386899885,1.010168382792012e-10,-0.04455040722791317
1.010289390262864e-10,0.8631677369107752,1.010289390262864e-10,-0.04455040536631504
1.010531405204566e-10,0.8631677334842793,1.010531405204566e-10,-0.04455040181089778
1.011015435087971e-10,0.8631677271648165,1.011015435087971e-10,-0.0445503953956546
1.01198349485478e-10,0.8631677167124124,1.01198349485478e-10,-0.04455038548913035
1.0139196143884e-10,0.863167705025666,1.0139196143884e-10,-0.04455037746068977
1.015735872946884e-10,0.863167705715105,1.015735872946884e-10,-0.04455038389215839
